Id,Name,Usage,Disease,Disease ID,In a panel,Evidence level,Type,Source,Source ID,Assay/Test,Pmid,Molecular type,Molecular ID,Treatment
116,Haptoglobin,DiagnosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22573378,Protein,P00738,
117,Cystatin-C,PrognosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,22228436,Protein,P01034,
118,Interleukin-18,PrognosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22228436,Protein,Q14116,
119,Interleukin-18,DiagnosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22854644,Protein,Q14116,
120,"Fatty acid-binding protein, liver",DiagnosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22854644,Protein,P07148,
121,Protein O-GlcNAcase,DiagnosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22854644,Protein,O60502,
122,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22854644,Protein,P80188,
123,Heme oxygenase 1,DiagnosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22440905,Protein,P09601,
124,"Fatty acid-binding protein, liver",PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,Yes,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22269724,Protein,P07148,Cardiac surgery
125,Neutrophil gelatinase-associated lipocalin,PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,Yes,,Molecular Biomarker,Urine,UBERON_0001088,Automated urine protein analysis,22269724,Protein,P80188,Cardiac surgery
126,Neutrophil gelatinase-associated lipocalin,PrognosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22240130,Protein,P80188,
127,Interleukin-18,PrognosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22240130,Protein,Q14116,
128,Hepatitis A virus cellular receptor 1,PrognosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22240130,Protein,Q96D42,
129,Cystatin-C,PrognosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22240130,Protein,P01034,
130,"Fatty acid-binding protein, liver",PrognosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22240130,Protein,P07148,
131,Hepcidin,PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21804084,Protein,P81172,Cardiopulmonary bypass
132,"Fatty acid-binding protein, liver",PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22094907,Protein,P07148,Cardiac surgery
133,Serum albumin,DiagnosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22854644,Protein,P02768,
134,Hepatitis A virus cellular receptor 1,PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,Yes,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23110770,Protein,Q96D42,Percutaneous coronary intervention
135,Neutrophil gelatinase-associated lipocalin,PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,Yes,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23110770,Protein,P80188,Percutaneous coronary intervention
136,Interleukin-18,PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,Yes,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23110770,Protein,Q14116,Percutaneous coronary intervention
137,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22529161,Protein,P80188,
138,Cystatin-C,PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23317940,Protein,P01034,Cardiac surgery
139,Hemojuvelin,DiagnosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry,23901875,Protein,Q6ZVN8,
140,Interleukin-18,PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23317940,Protein,Q14116,Surgery for congenital heart disease
141,Hepatitis A virus cellular receptor 1,PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23599408,Protein,Q96D42,Cardiac surgery
142,Hepatitis A virus cellular receptor 1,DiagnosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,24321290,Protein,Q96D42,
143,"Fatty acid-binding protein, liver",PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23599408,Protein,P07148,Cardiac surgery
144,"Fatty acid-binding protein, liver",PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23876402,Protein,P07148,Pediatric cardiac surgery
145,"Fatty acid-binding protein, liver",DiagnosticBM|PrognosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23698227,Protein,P07148,
146,Neutrophil gelatinase-associated lipocalin,PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23876402,Protein,P80188,Pediatric cardiac surgery
147,Neutrophil gelatinase-associated lipocalin,PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,23668886,Protein,P80188,Cardiac surgery
148,Neutrophil gelatinase-associated lipocalin,RiskBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23825078,Protein,P80188,
149,Neutrophil gelatinase-associated lipocalin,DiagnosticBM|PrognosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23698227,Protein,P80188,
150,Neutrophil gelatinase-associated lipocalin,PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23391468,Protein,P80188,Kidney surgery
151,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,24321290,Protein,P80188,
152,Neutrophil gelatinase-associated lipocalin,PredictiveBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23317940,Protein,P80188,Surgery for congenital heart disease
153,Semaphorin-3A,PrognosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),24166457,Protein,Q14563,
154,Ganglioside M2 activator protein,DiagnosticBM,Acute kidney failure,http://purl.obolibrary.org/obo/DOID_3021,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,20720524,Protein,,
155,Interleukin-18,DiagnosticBM,Acute kidney failure with tubular necrosis,http://ns.ontoforce.com/datasets/icd10/N17.0,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),14981598,Protein,Q14116,
156,Trypsin-2,DiagnosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),10606910,Protein,P07478,
157,Trypsin-2,PrognosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,11719473,Protein,P07478,
158,Trypsin-2,DiagnosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),12850473,Protein,P07478,
159,Trypsinogen activation peptide(TAP),PrognosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),15211118,Protein,,
160,Alpha-1-antitrypsin,DiagnosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,18345293,Protein,P01009,
161,Collagen alpha-1(XII) chain,DiagnosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,18345293,Protein,Q99715,
162,Collagen alpha-2(I) chain,DiagnosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,18345293,Protein,P08123,
163,Collagen alpha-2(IV) chain,DiagnosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,18345293,Protein,P08572,
164,Fibrinogen gamma chain,DiagnosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,18345293,Protein,P02679,
165,Collagen alpha-1(I) chain,DiagnosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Mass spectrometry,18345293,Protein,P02452,
166,Trypsinogen activation peptide(TAP),PrognosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,10859041,Protein,,
167,Trypsinogen activation peptide(TAP),PrognosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),12190163,Protein,,
168,Trypsinogen activation peptide(TAP),DiagnosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),12850473,Protein,,
169,Trypsinogen activation peptide(TAP),PrognosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),14612286,Protein,,
170,Activation peptide of carboxy peptidase B(CAPAP),PrognosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Radioimmunoassay,15211118,Protein,,
171,Trypsin-2,DiagnosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Chromatography,10453418,Protein,P07478,
172,Trypsinogen activation peptide(TAP),PrognosticBM,Acute pancreatitis,http://purl.obolibrary.org/obo/DOID_2913,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,15286966,Protein,,
173,ADM,PredictiveBM,Acute tubulo-interstitial nephritis,http://ns.ontoforce.com/datasets/icd10/N10,No,,Molecular Biomarker,Urine,UBERON_0001088,High performance liquid chromatography-mass spectrometry,23880804,Protein,P35318,Antibiotic
174,Fibronectin,DiagnosticBM,Alport syndrome,http://purl.obolibrary.org/obo/DOID_10983,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23793922,Protein,P02751,
175,Stromelysin-2,DiagnosticBM,Alport syndrome,http://purl.obolibrary.org/obo/DOID_10983,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23793922,Protein,P09238,
176,72 kDa type IV collagenase,DiagnosticBM,Alport syndrome,http://purl.obolibrary.org/obo/DOID_10983,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23793922,Protein,P08253,
177,Matrix metalloproteinase-9,DiagnosticBM,Alport syndrome,http://purl.obolibrary.org/obo/DOID_10983,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23793922,Protein,P14780,
178,Myosin-10,DiagnosticBM,Alport syndrome,http://purl.obolibrary.org/obo/DOID_10983,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),23793922,Protein,P35580,
179,Monoclonal free immunoglobulin light chains,DiagnosticBM,Amyloidosis,http://purl.obolibrary.org/obo/DOID_9120,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,22627261,Protein,,
180,Leucine-rich alpha-2-glycoprotein,DiagnosticBM,Appendicitis,http://purl.obolibrary.org/obo/DOID_8337,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22221321,Protein,P02750,
181,Glutathione S-transferase A1,PrognosticBM,Autosomal Dominant Polycystic Kidney Disease,http://ns.ontoforce.com/datasets/nci/C84578,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,21262131,Protein,P13745,
182,Serum albumin,PrognosticBM,Autosomal Dominant Polycystic Kidney Disease,http://ns.ontoforce.com/datasets/nci/C84578,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),21262131,Protein,P07724,
183,Beta-2-microglobulin,DiagnosticBM,Autosomal Dominant Polycystic Kidney Disease,http://ns.ontoforce.com/datasets/nci/C84578,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),20888104,Protein,P61769,
184,"Fatty acid-binding protein, heart",DiagnosticBM,Autosomal Dominant Polycystic Kidney Disease,http://ns.ontoforce.com/datasets/nci/C84578,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),20888104,Protein,P05413,
185,Hepatitis A virus cellular receptor 1,DiagnosticBM,Autosomal Dominant Polycystic Kidney Disease,http://ns.ontoforce.com/datasets/nci/C84578,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),20888104,Protein,Q96D42,
186,C-C motif chemokine 2,DiagnosticBM,Autosomal Dominant Polycystic Kidney Disease,http://ns.ontoforce.com/datasets/nci/C84578,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),20888104,Protein,P13500,
187,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,Autosomal Dominant Polycystic Kidney Disease,http://ns.ontoforce.com/datasets/nci/C84578,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),20888104,Protein,P80188,
188,Interleukin-18,DiagnosticBM,Autosomal Dominant Polycystic Kidney Disease,http://ns.ontoforce.com/datasets/nci/C84578,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22258321,Protein,Q14116,
189,Neutrophil gelatinase-associated lipocalin,DiagnosticBM,Autosomal Dominant Polycystic Kidney Disease,http://ns.ontoforce.com/datasets/nci/C84578,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),22258321,Protein,P80188,
190,Beta-2-microglobulin,DiagnosticBM,Balkan nephropathy,http://purl.obolibrary.org/obo/DOID_3052,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,21332340,Protein,P61769,
191,Protein AMBP,DiagnosticBM,Balkan nephropathy,http://purl.obolibrary.org/obo/DOID_3052,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,21332340,Protein,P02760,
192,Beta-nerve growth factor,DiagnosticBM,Bladder Pain,http://ns.ontoforce.com/datasets/nci/C78207,No,,Molecular Biomarker,Urine,UBERON_0001088,Enzyme linked immunosorbent assay (ELISA),19751258,Protein,P01138,
193,Beta-2-microglobulin,RiskBM,Bronchopulmonary Dysplasia,http://ns.ontoforce.com/datasets/nci/C90599,No,,Molecular Biomarker,Urine,UBERON_0001088,Immunoassay,21127468,Protein,P61769,
194,Osteopontin,DiagnosticBM,Calculus of kidney,http://ns.ontoforce.com/datasets/icd10/N20.0,No,,Molecular Biomarker,Urine,UBERON_0001088,Western blot,8761944,Protein,P10451,
195,Uromodulin,DiagnosticBM,Calculus of kidney,http://ns.ontoforce.com/datasets/icd10/N20.0,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|western blot,19145410,Protein,P07911,
196,Ig gamma-2 chain C region,DiagnosticBM,Calculus of kidney,http://ns.ontoforce.com/datasets/icd10/N20.0,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|western blot,19145410,Protein,P01859,
197,Ig gamma-3 chain C region,DiagnosticBM,Calculus of kidney,http://ns.ontoforce.com/datasets/icd10/N20.0,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|western blot,19145410,Protein,P01860,
198,Ig kappa chain C region,DiagnosticBM,Calculus of kidney,http://ns.ontoforce.com/datasets/icd10/N20.0,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|western blot,19145410,Protein,P01834,
199,Ig gamma-4 chain C region,DiagnosticBM,Calculus of kidney,http://ns.ontoforce.com/datasets/icd10/N20.0,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|western blot,19145410,Protein,P01861,
200,Immunoglobulin heavy variable 4-59,DiagnosticBM,Calculus of kidney,http://ns.ontoforce.com/datasets/icd10/N20.0,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|western blot,19145410,Protein,P01825,
201,Uncharacterized protein,DiagnosticBM,Calculus of kidney,http://ns.ontoforce.com/datasets/icd10/N20.0,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|western blot,19145410,Protein,Q6P005,
202,Immunoglobulin heavy variable 1-46,DiagnosticBM,Calculus of kidney,http://ns.ontoforce.com/datasets/icd10/N20.0,No,,Molecular Biomarker,Urine,UBERON_0001088,Liquid chromatography-mass spectrometry|western blot,19145410,Protein,P01743,
